gvkey,fyear,revenue_mm,company_name
001117,2020,44.139,BK Technologies Corp
001117,2021,45.364,BK Technologies Corp
001117,2022,50.951,BK Technologies Corp
001117,2023,74.094,BK Technologies Corp
001117,2024,76.592,BK Technologies Corp
001117,2025,86.139,BK Technologies Corp
001161,2020,9763.0,Advanced Micro Devices Inc
001161,2021,16434.0,Advanced Micro Devices Inc
001161,2022,23601.0,Advanced Micro Devices Inc
001161,2023,22680.0,Advanced Micro Devices Inc
001161,2024,25785.0,Advanced Micro Devices Inc
001161,2025,34639.0,Advanced Micro Devices Inc
001166,2020,1600.9,ASM International NV
001166,2021,1967.472,ASM International NV
001166,2022,2576.66,ASM International NV
001166,2023,2911.846,ASM International NV
001166,2024,3036.286,ASM International NV
001166,2025,3725.735,ASM International NV
001327,2020,3355.7,Skyworks Solutions Inc
001327,2021,5109.1,Skyworks Solutions Inc
001327,2022,5485.5,Skyworks Solutions Inc
001327,2023,4772.4,Skyworks Solutions Inc
001327,2024,4178.0,Skyworks Solutions Inc
001327,2025,4086.9,Skyworks Solutions Inc
001562,2020,111.408,Logility Supply Chain Solutions Inc
001562,2021,127.553,Logility Supply Chain Solutions Inc
001562,2022,123.659,Logility Supply Chain Solutions Inc
001562,2023,102.515,Logility Supply Chain Solutions Inc
001632,2020,5603.056,Analog Devices Inc
001632,2021,7318.286,Analog Devices Inc
001632,2022,12013.953,Analog Devices Inc
001632,2023,12305.539,Analog Devices Inc
001632,2024,9427.157,Analog Devices Inc
001632,2025,11019.707,Analog Devices Inc
001650,2020,1.355,Andrea Electronics Corp
001650,2021,1.663,Andrea Electronics Corp
001650,2022,1.962,Andrea Electronics Corp
001690,2020,274515.0,Apple Inc
001690,2021,365817.0,Apple Inc
001690,2022,394328.0,Apple Inc
001690,2023,383285.0,Apple Inc
001690,2024,391035.0,Apple Inc
001690,2025,416161.0,Apple Inc
001704,2020,17202.0,Applied Materials Inc
001704,2021,23063.0,Applied Materials Inc
001704,2022,25785.0,Applied Materials Inc
001704,2023,26517.0,Applied Materials Inc
001704,2024,27176.0,Applied Materials Inc
001704,2025,28368.0,Applied Materials Inc
001773,2020,28673.363,Arrow Electronics Inc
001773,2021,34477.018,Arrow Electronics Inc
001773,2022,37124.422,Arrow Electronics Inc
001773,2023,33107.12,Arrow Electronics Inc
001773,2024,27923.324,Arrow Electronics Inc
001773,2025,30852.935,Arrow Electronics Inc
001820,2020,116.033,AstroNova Inc
001820,2021,117.48,AstroNova Inc
001820,2022,142.527,AstroNova Inc
001820,2023,148.086,AstroNova Inc
001820,2024,151.283,AstroNova Inc
001820,2025,150.515,AstroNova Inc
001878,2020,3790.4,Autodesk Inc
001878,2021,4386.4,Autodesk Inc
001878,2022,5005.0,Autodesk Inc
001878,2023,5497.0,Autodesk Inc
001878,2024,6131.0,Autodesk Inc
001878,2025,7206.0,Autodesk Inc
001919,2020,17634.333,Avnet Inc
001919,2021,19534.679,Avnet Inc
001919,2022,24310.708,Avnet Inc
001919,2023,26536.881,Avnet Inc
001919,2024,23757.129,Avnet Inc
001919,2025,22200.754,Avnet Inc
001968,2020,425.544,Badger Meter Inc.
001968,2021,505.198,Badger Meter Inc.
001968,2022,565.568,Badger Meter Inc.
001968,2023,703.592,Badger Meter Inc.
001968,2024,826.558,Badger Meter Inc.
001968,2025,916.663,Badger Meter Inc.
002124,2020,465.771,Bel Fuse Inc.
002124,2021,543.494,Bel Fuse Inc.
002124,2022,654.233,Bel Fuse Inc.
002124,2023,639.813,Bel Fuse Inc.
002124,2024,534.792,Bel Fuse Inc.
002124,2025,675.455,Bel Fuse Inc.
002504,2020,2025.3,Unisys Corp
002504,2021,2054.4,Unisys Corp
002504,2022,1979.9,Unisys Corp
002504,2023,2015.4,Unisys Corp
002504,2024,2008.4,Unisys Corp
002504,2025,1950.1,Unisys Corp
002536,2020,443.026,Liveramp Holdings Inc
002536,2021,528.657,Liveramp Holdings Inc
002536,2022,596.583,Liveramp Holdings Inc
002536,2023,659.661,Liveramp Holdings Inc
002536,2024,745.58,Liveramp Holdings Inc
002573,2020,61.793,CSP Inc
002573,2021,49.208,CSP Inc
002573,2022,54.361,CSP Inc
002573,2023,64.647,CSP Inc
002573,2024,55.219,CSP Inc
002573,2025,58.73,CSP Inc
002577,2020,424.066,CTS Corp
002577,2021,512.925,CTS Corp
002577,2022,586.869,CTS Corp
002577,2023,550.422,CTS Corp
002577,2024,515.771,CTS Corp
002577,2025,541.318,CTS Corp
002578,2020,179.917,Telos Corp
002578,2021,242.433,Telos Corp
002578,2022,216.887,Telos Corp
002578,2023,145.378,Telos Corp
002578,2024,108.272,Telos Corp
002578,2025,164.805,Telos Corp
002581,2020,16.92,CVD Equipment Corp
002581,2021,16.447,CVD Equipment Corp
002581,2022,25.813,CVD Equipment Corp
002581,2023,24.109,CVD Equipment Corp
002581,2024,26.876,CVD Equipment Corp
002581,2025,25.786,CVD Equipment Corp
002615,2020,308.587,CalAmp Corp
002615,2021,295.839,CalAmp Corp
002615,2022,294.949,CalAmp Corp
002721,2020,30279.869,Canon Inc
002721,2021,30515.227,Canon Inc
002721,2022,30570.616,Canon Inc
002721,2023,29661.321,Canon Inc
002721,2024,28684.22,Canon Inc
002829,2020,43.044,RF Industries Ltd
002829,2021,57.424,RF Industries Ltd
002829,2022,85.254,RF Industries Ltd
002829,2023,72.168,RF Industries Ltd
002829,2024,64.857,RF Industries Ltd
002829,2025,80.586,RF Industries Ltd
003157,2020,1228.999,Coherent Inc
003157,2021,1487.468,Coherent Inc
003158,2020,636.007,Cohu Inc
003158,2021,887.214,Cohu Inc
003158,2022,812.775,Cohu Inc
003158,2023,636.322,Cohu Inc
003158,2024,401.779,Cohu Inc
003158,2025,452.956,Cohu Inc
003275,2020,42.576,Communications Systems Inc.
003275,2021,7.01,Communications Systems Inc.
003336,2020,17729.0,DXC Technology Co
003336,2021,16265.0,DXC Technology Co
003336,2022,14430.0,DXC Technology Co
003336,2023,13667.0,DXC Technology Co
003336,2024,12871.0,DXC Technology Co
003342,2020,366.091,Computer Task Group Inc
003342,2021,392.285,Computer Task Group Inc
003342,2022,325.08,Computer Task Group Inc
003358,2020,616.715,Comtech Telecommunications Corp.
003358,2021,581.695,Comtech Telecommunications Corp.
003358,2022,486.239,Comtech Telecommunications Corp.
003358,2023,549.994,Comtech Telecommunications Corp.
003358,2024,540.403,Comtech Telecommunications Corp.
003358,2025,499.528,Comtech Telecommunications Corp.
003532,2020,11408.0,Corning Inc
003532,2021,14082.0,Corning Inc
003532,2022,14189.0,Corning Inc
003532,2023,12588.0,Corning Inc
003532,2024,13167.0,Corning Inc
003532,2025,15629.0,Corning Inc
003761,2020,20.328,Data I/O Corp
003761,2021,25.835,Data I/O Corp
003761,2022,24.217,Data I/O Corp
003761,2023,28.064,Data I/O Corp
003761,2024,21.769,Data I/O Corp
003761,2025,21.5,Data I/O Corp
003946,2020,3902.3,Diebold Nixdorf Inc
003946,2021,3905.2,Diebold Nixdorf Inc
003946,2022,3460.7,Diebold Nixdorf Inc
003946,2023,3752.0,Diebold Nixdorf Inc
003946,2024,3752.8,Diebold Nixdorf Inc
003946,2025,3805.7,Diebold Nixdorf Inc
003962,2020,104.106,Nortech Systems Inc
003962,2021,115.168,Nortech Systems Inc
003962,2022,134.123,Nortech Systems Inc
003962,2023,139.332,Nortech Systems Inc
003962,2024,128.133,Nortech Systems Inc
003962,2025,118.365,Nortech Systems Inc
003969,2020,1229.215,Diodes Inc
003969,2021,1805.162,Diodes Inc
003969,2022,2000.58,Diodes Inc
003969,2023,1661.739,Diodes Inc
003969,2024,1311.12,Diodes Inc
003969,2025,1482.073,Diodes Inc
004194,2020,1029.0,Eastman Kodak Co
004194,2021,1150.0,Eastman Kodak Co
004194,2022,1205.0,Eastman Kodak Co
004194,2023,1117.0,Eastman Kodak Co
004194,2024,1043.0,Eastman Kodak Co
004194,2025,1069.0,Eastman Kodak Co
004275,2020,7.621,Electro-Sensors Inc
004275,2021,8.607,Electro-Sensors Inc
004275,2022,9.029,Electro-Sensors Inc
004275,2023,8.555,Electro-Sensors Inc
004275,2024,9.373,Electro-Sensors Inc
004275,2025,10.142,Electro-Sensors Inc
004292,2020,0.401,Electronic Tele-Communications Inc.
004292,2021,0.371,Electronic Tele-Communications Inc.
004292,2022,0.355,Electronic Tele-Communications Inc.
004292,2023,0.301,Electronic Tele-Communications Inc.
004292,2024,0.266,Electronic Tele-Communications Inc.
004384,2020,4.357,MARA Holdings Inc
004384,2021,150.464,MARA Holdings Inc
004384,2022,117.753,MARA Holdings Inc
004384,2023,387.508,MARA Holdings Inc
004384,2024,656.378,MARA Holdings Inc
004384,2025,907.093,MARA Holdings Inc
004439,2020,27356.298,Telefonaktiebolaget LM Ericsson (publ)
004439,2021,25693.129,Telefonaktiebolaget LM Ericsson (publ)
004439,2022,26050.239,Telefonaktiebolaget LM Ericsson (publ)
004439,2023,26187.489,Telefonaktiebolaget LM Ericsson (publ)
004439,2024,22396.952,Telefonaktiebolaget LM Ericsson (publ)
004439,2025,25678.042,Telefonaktiebolaget LM Ericsson (publ)
004900,2020,54.254,Frequency Electronics Inc.
004900,2021,48.296,Frequency Electronics Inc.
004900,2022,40.777,Frequency Electronics Inc.
004900,2023,55.274,Frequency Electronics Inc.
004900,2024,69.811,Frequency Electronics Inc.
004925,2020,19823.485,Fujifilm Holdings Corp
004925,2021,20799.387,Fujifilm Holdings Corp
004925,2022,21506.65,Fujifilm Holdings Corp
004925,2023,19576.007,Fujifilm Holdings Corp
004925,2024,21341.26,Fujifilm Holdings Corp
005606,2020,56639.0,HP Inc
005606,2021,63487.0,HP Inc
005606,2022,62910.0,HP Inc
005606,2023,53718.0,HP Inc
005606,2024,53559.0,HP Inc
005606,2025,55295.0,HP Inc
005831,2020,182.714,IEC Electronics Corp
005932,2020,34.715,IEH Corp
005932,2021,24.266,IEH Corp
005932,2022,19.137,IEH Corp
005932,2023,21.525,IEH Corp
005932,2024,28.784,IEH Corp
006008,2020,77867.0,Intel Corp
006008,2021,79024.0,Intel Corp
006008,2022,63054.0,Intel Corp
006008,2023,54228.0,Intel Corp
006008,2024,53101.0,Intel Corp
006008,2025,52853.0,Intel Corp
006013,2020,35.873,CoreCard Corp
006013,2021,48.248,CoreCard Corp
006013,2022,69.765,CoreCard Corp
006013,2023,56.004,CoreCard Corp
006013,2024,57.399,CoreCard Corp
006021,2020,9.008,Inrad Optics Inc
006021,2021,11.353,Inrad Optics Inc
006021,2022,10.631,Inrad Optics Inc
006021,2023,12.91,Inrad Optics Inc
006033,2020,0.0,Interdyne Co
006033,2021,0.0,Interdyne Co
006066,2020,73620.0,International Business Machines Corp
006066,2021,57350.0,International Business Machines Corp
006066,2022,60530.0,International Business Machines Corp
006066,2023,61860.0,International Business Machines Corp
006066,2024,62753.0,International Business Machines Corp
006066,2025,67535.0,International Business Machines Corp
006100,2020,358.991,InterDigital Inc
006100,2021,425.409,InterDigital Inc
006100,2022,457.794,InterDigital Inc
006100,2023,549.588,InterDigital Inc
006100,2024,868.516,InterDigital Inc
006100,2025,834.015,InterDigital Inc
006304,2020,5806.424,KLA Corp
006304,2021,6918.734,KLA Corp
006304,2022,9211.883,KLA Corp
006304,2023,10496.056,KLA Corp
006304,2024,9812.247,KLA Corp
006304,2025,12156.162,KLA Corp
006416,2020,449.48,Key Tronic Corp
006416,2021,518.698,Key Tronic Corp
006416,2022,531.815,Key Tronic Corp
006416,2023,588.135,Key Tronic Corp
006416,2024,566.942,Key Tronic Corp
006416,2025,467.871,Key Tronic Corp
006509,2020,623.176,Kulicke and Soffa Industries Inc
006509,2021,1517.664,Kulicke and Soffa Industries Inc
006509,2022,1503.62,Kulicke and Soffa Industries Inc
006509,2023,742.491,Kulicke and Soffa Industries Inc
006509,2024,706.232,Kulicke and Soffa Industries Inc
006509,2025,654.081,Kulicke and Soffa Industries Inc
006512,2020,13805.317,Kyocera Corp
006512,2021,15143.397,Kyocera Corp
006512,2022,15235.216,Kyocera Corp
006512,2023,13250.847,Kyocera Corp
006512,2024,13452.222,Kyocera Corp
006565,2020,10044.736,Lam Research Corp
006565,2021,14626.15,Lam Research Corp
006565,2022,17227.039,Lam Research Corp
006565,2023,17428.516,Lam Research Corp
006565,2024,14905.386,Lam Research Corp
006565,2025,18435.591,Lam Research Corp
006848,2020,31.162,LGL Group Inc (The)
006848,2021,28.14,LGL Group Inc (The)
006848,2022,1.655,LGL Group Inc (The)
006848,2023,1.728,LGL Group Inc (The)
006848,2024,2.226,LGL Group Inc (The)
006900,2020,828.586,MTS Systems Corp
007183,2020,9.599,Soluna Holdings Inc
007183,2021,14.345,Soluna Holdings Inc
007183,2022,28.547,Soluna Holdings Inc
007183,2023,21.066,Soluna Holdings Inc
007183,2024,38.021,Soluna Holdings Inc
007183,2025,29.717,Soluna Holdings Inc
007291,2020,1088.0,Methode Electronics Inc
007291,2021,1163.6,Methode Electronics Inc
007291,2022,1179.6,Methode Electronics Inc
007291,2023,1114.5,Methode Electronics Inc
007291,2024,1048.1,Methode Electronics Inc
007343,2020,21435.0,Micron Technology Inc.
007343,2021,27705.0,Micron Technology Inc.
007343,2022,30758.0,Micron Technology Inc.
007343,2023,15540.0,Micron Technology Inc.
007343,2024,25111.0,Micron Technology Inc.
007343,2025,37378.0,Micron Technology Inc.
007344,2020,22.274,Micropac Industries Inc
007344,2021,27.292,Micropac Industries Inc
007344,2022,27.785,Micropac Industries Inc
007344,2023,30.639,Micropac Industries Inc
007350,2020,3.108,Microwave Filter Co Inc
007350,2021,5.181,Microwave Filter Co Inc
007350,2022,5.215,Microwave Filter Co Inc
007350,2023,3.835,Microwave Filter Co Inc
007350,2024,2.419,Microwave Filter Co Inc
007585,2020,7414.0,Motorola Solutions Inc
007585,2021,8171.0,Motorola Solutions Inc
007585,2022,9112.0,Motorola Solutions Inc
007585,2023,9978.0,Motorola Solutions Inc
007585,2024,10817.0,Motorola Solutions Inc
007585,2025,11682.0,Motorola Solutions Inc
007648,2020,6207.0,NCR Voyix Corp
007648,2021,7156.0,NCR Voyix Corp
007648,2022,7844.0,NCR Voyix Corp
007648,2023,3830.0,NCR Voyix Corp
007648,2024,2826.0,NCR Voyix Corp
007648,2025,2687.0,NCR Voyix Corp
007685,2020,101.359,NAPCO Security Technologies Inc
007685,2021,114.035,NAPCO Security Technologies Inc
007685,2022,143.593,NAPCO Security Technologies Inc
007685,2023,169.997,NAPCO Security Technologies Inc
007685,2024,188.82,NAPCO Security Technologies Inc
007685,2025,181.621,NAPCO Security Technologies Inc
008087,2020,117.138,Iteris Inc
008087,2021,133.572,Iteris Inc
008087,2022,156.052,Iteris Inc
008087,2023,171.987,Iteris Inc
008334,2020,213.786,PAR Technology Corp
008334,2021,282.876,PAR Technology Corp
008334,2022,355.795,PAR Technology Corp
008334,2023,415.823,PAR Technology Corp
008334,2024,349.982,PAR Technology Corp
008334,2025,455.547,PAR Technology Corp
008599,2020,137.176,Agilysys Inc
008599,2021,162.636,Agilysys Inc
008599,2022,198.065,Agilysys Inc
008599,2023,237.464,Agilysys Inc
008599,2024,275.624,Agilysys Inc
008633,2020,1727.607,Plantronics Inc.
008633,2021,1681.144,Plantronics Inc.
008864,2020,65.463,Amtech Systems Inc
008864,2021,85.205,Amtech Systems Inc
008864,2022,106.298,Amtech Systems Inc
008864,2023,113.315,Amtech Systems Inc
008864,2024,101.214,Amtech Systems Inc
008864,2025,79.364,Amtech Systems Inc
008867,2020,349.576,Quantum Corp
008867,2021,372.827,Quantum Corp
008867,2022,412.752,Quantum Corp
008867,2023,311.6,Quantum Corp
008867,2024,274.058,Quantum Corp
009125,2020,176.937,Richardson Electronics Ltd
009125,2021,224.62,Richardson Electronics Ltd
009125,2022,262.658,Richardson Electronics Ltd
009125,2023,196.46,Richardson Electronics Ltd
009125,2024,208.909,Richardson Electronics Ltd
009135,2020,15208.292,Ricoh Co Ltd
009135,2021,14481.718,Ricoh Co Ltd
009135,2022,16054.006,Ricoh Co Ltd
009135,2023,15530.257,Ricoh Co Ltd
009135,2024,16880.777,Ricoh Co Ltd
009154,2020,18.505,Risk(George) Industries Inc
009154,2021,20.735,Risk(George) Industries Inc
009154,2022,19.979,Risk(George) Industries Inc
009154,2023,21.767,Risk(George) Industries Inc
009154,2024,22.538,Risk(George) Industries Inc
009216,2020,802.583,Rogers Corp.
009216,2021,932.886,Rogers Corp.
009216,2022,971.171,Rogers Corp.
009216,2023,908.4,Rogers Corp.
009216,2024,830.1,Rogers Corp.
009216,2025,810.8,Rogers Corp.
009323,2020,107.998,Paragon Technologies Inc.
009323,2021,141.553,Paragon Technologies Inc.
009323,2022,134.244,Paragon Technologies Inc.
009323,2023,125.274,Paragon Technologies Inc.
009323,2024,126.47,Paragon Technologies Inc.
009551,2020,313.579,Digital Turbine Inc
009551,2021,747.596,Digital Turbine Inc
009551,2022,665.92,Digital Turbine Inc
009551,2023,544.482,Digital Turbine Inc
009551,2024,490.506,Digital Turbine Inc
009599,2020,595.117,Semtech Corp
009599,2021,740.858,Semtech Corp
009599,2022,756.533,Semtech Corp
009599,2023,868.758,Semtech Corp
009599,2024,909.287,Semtech Corp
009599,2025,1049.975,Semtech Corp
009799,2020,10.534,Solitron Devices Inc
009799,2021,12.284,Solitron Devices Inc
009799,2022,6.406,Solitron Devices Inc
009799,2023,12.757,Solitron Devices Inc
009799,2024,14.049,Solitron Devices Inc
010275,2020,13372.333,TDK Corporation
010275,2021,15663.725,TDK Corporation
010275,2022,16404.825,TDK Corporation
010275,2023,13909.713,TDK Corporation
010275,2024,14723.364,TDK Corporation
010305,2020,68.821,TSR Inc
010305,2021,97.312,TSR Inc
010305,2022,101.433,TSR Inc
010364,2020,4.108,Technical Communications Corp
010364,2021,1.866,Technical Communications Corp
010364,2022,1.304,Technical Communications Corp
010453,2020,3121.469,Teradyne Inc
010453,2021,3702.881,Teradyne Inc
010453,2022,3155.045,Teradyne Inc
010453,2023,2676.298,Teradyne Inc
010453,2024,2819.88,Teradyne Inc
010453,2025,3190.024,Teradyne Inc
010499,2020,14461.0,Texas Instruments Inc
010499,2021,18344.0,Texas Instruments Inc
010499,2022,20028.0,Texas Instruments Inc
010499,2023,17519.0,Texas Instruments Inc
010499,2024,15641.0,Texas Instruments Inc
010499,2025,17682.0,Texas Instruments Inc
010658,2020,9.445,Trans-Lux Corp
010658,2021,11.35,Trans-Lux Corp
010658,2022,21.661,Trans-Lux Corp
010658,2023,15.552,Trans-Lux Corp
010658,2024,12.862,Trans-Lux Corp
010740,2020,34.465,Trio-Tech International
010740,2021,32.462,Trio-Tech International
010740,2022,44.065,Trio-Tech International
010740,2023,43.25,Trio-Tech International
010740,2024,42.312,Trio-Tech International
010740,2025,36.473,Trio-Tech International
010789,2020,1116.663,Tyler Technologies Inc
010789,2021,1592.287,Tyler Technologies Inc
010789,2022,1850.204,Tyler Technologies Inc
010789,2023,1951.751,Tyler Technologies Inc
010789,2024,2137.803,Tyler Technologies Inc
010789,2025,2332.34,Tyler Technologies Inc
011027,2020,17.52,Universal Safety Products Inc
011027,2021,19.55,Universal Safety Products Inc
011027,2022,22.179,Universal Safety Products Inc
011027,2023,19.903,Universal Safety Products Inc
011027,2024,23.564,Universal Safety Products Inc
011124,2020,454.163,Veeco Instruments Inc
011124,2021,583.277,Veeco Instruments Inc
011124,2022,646.137,Veeco Instruments Inc
011124,2023,666.435,Veeco Instruments Inc
011124,2024,717.301,Veeco Instruments Inc
011124,2025,664.294,Veeco Instruments Inc
011169,2020,12.541,Video Display Corp
011169,2021,7.001,Video Display Corp
011169,2022,8.102,Video Display Corp
011169,2023,8.297,Video Display Corp
011191,2020,2501.898,Vishay Intertechnology Inc.
011191,2021,3240.487,Vishay Intertechnology Inc.
011191,2022,3497.401,Vishay Intertechnology Inc.
011191,2023,3402.045,Vishay Intertechnology Inc.
011191,2024,2937.587,Vishay Intertechnology Inc.
011191,2025,3069.048,Vishay Intertechnology Inc.
011399,2020,16736.0,Western Digital Corp
011399,2021,16922.0,Western Digital Corp
011399,2022,18793.0,Western Digital Corp
011399,2023,12318.0,Western Digital Corp
011399,2024,13003.0,Western Digital Corp
011399,2025,9520.0,Western Digital Corp
011636,2020,7022.0,Xerox Holdings Corp
011636,2021,7038.0,Xerox Holdings Corp
011636,2022,7107.0,Xerox Holdings Corp
011636,2023,6886.0,Xerox Holdings Corp
011636,2024,6221.0,Xerox Holdings Corp
011636,2025,7022.0,Xerox Holdings Corp
011745,2020,362.963,Qualys Inc
011745,2021,411.172,Qualys Inc
011745,2022,489.723,Qualys Inc
011745,2023,554.458,Qualys Inc
011745,2024,607.571,Qualys Inc
011745,2025,669.125,Qualys Inc
012141,2020,143015.0,Microsoft Corp
012141,2021,168088.0,Microsoft Corp
012141,2022,198270.0,Microsoft Corp
012141,2023,211915.0,Microsoft Corp
012141,2024,245122.0,Microsoft Corp
012141,2025,281724.0,Microsoft Corp
012142,2020,40479.0,Oracle Corp
012142,2021,42440.0,Oracle Corp
012142,2022,49954.0,Oracle Corp
012142,2023,52961.0,Oracle Corp
012142,2024,57399.0,Oracle Corp
012377,2020,0.828,Research Frontiers Inc
012377,2021,1.263,Research Frontiers Inc
012377,2022,0.54,Research Frontiers Inc
012377,2023,0.91,Research Frontiers Inc
012377,2024,1.336,Research Frontiers Inc
012377,2025,1.121,Research Frontiers Inc
012421,2020,158.345,Kaspien Holdings Inc
012421,2021,143.713,Kaspien Holdings Inc
012421,2022,128.228,Kaspien Holdings Inc
012441,2020,4099.403,Gartner Inc
012441,2021,4733.962,Gartner Inc
012441,2022,5475.846,Gartner Inc
012441,2023,5906.956,Gartner Inc
012441,2024,6267.411,Gartner Inc
012441,2025,6497.226,Gartner Inc
012482,2020,93.075,Clearfield Inc
012482,2021,140.755,Clearfield Inc
012482,2022,270.883,Clearfield Inc
012482,2023,268.72,Clearfield Inc
012482,2024,166.705,Clearfield Inc
012482,2025,150.134,Clearfield Inc
012540,2020,12868.0,Adobe Inc
012540,2021,15785.0,Adobe Inc
012540,2022,17606.0,Adobe Inc
012540,2023,19409.0,Adobe Inc
012540,2024,21505.0,Adobe Inc
012540,2025,23769.0,Adobe Inc
012568,2020,49.942,Daily Journal Corp
012568,2021,49.389,Daily Journal Corp
012568,2022,54.009,Daily Journal Corp
012568,2023,67.709,Daily Journal Corp
012568,2024,69.931,Daily Journal Corp
012568,2025,87.7,Daily Journal Corp
012731,2020,0.438,Veritec Inc
012731,2021,0.389,Veritec Inc
012731,2022,0.353,Veritec Inc
012731,2023,0.356,Veritec Inc
012731,2024,0.461,Veritec Inc
012945,2020,3390.394,Plexus Corp
012945,2021,3368.865,Plexus Corp
012945,2022,3811.368,Plexus Corp
012945,2023,4210.305,Plexus Corp
012945,2024,3960.827,Plexus Corp
012945,2025,4032.966,Plexus Corp
013176,2020,14.833,Sono-Tek Corp
013176,2021,17.133,Sono-Tek Corp
013176,2022,15.058,Sono-Tek Corp
013176,2023,19.7,Sono-Tek Corp
013176,2024,20.504,Sono-Tek Corp
013200,2020,609.691,Photronics Inc
013200,2021,663.761,Photronics Inc
013200,2022,824.549,Photronics Inc
013200,2023,892.076,Photronics Inc
013200,2024,866.946,Photronics Inc
013200,2025,849.294,Photronics Inc
013421,2020,2682.891,Cadence Design Systems Inc
013421,2021,2988.244,Cadence Design Systems Inc
013421,2022,3561.718,Cadence Design Systems Inc
013421,2023,4089.986,Cadence Design Systems Inc
013421,2024,4641.264,Cadence Design Systems Inc
013421,2025,5296.759,Cadence Design Systems Inc
013480,2020,625.609,Ebix Inc
013480,2021,994.938,Ebix Inc
013480,2022,1050.146,Ebix Inc
013582,2020,20.873,CPS Technologies Corp
013582,2021,22.449,CPS Technologies Corp
013582,2022,26.587,CPS Technologies Corp
013582,2023,27.551,CPS Technologies Corp
013582,2024,21.123,CPS Technologies Corp
013582,2025,32.596,CPS Technologies Corp
013824,2020,1294.562,Fair Isaac Corporation
013824,2021,1316.536,Fair Isaac Corporation
013824,2022,1377.27,Fair Isaac Corporation
013824,2023,1513.557,Fair Isaac Corporation
013824,2024,1717.526,Fair Isaac Corporation
013824,2025,1990.869,Fair Isaac Corporation
014034,2020,60.62,Smart Employee Benefits Inc
014034,2021,61.781,Smart Employee Benefits Inc
014108,2020,70.117,CyberOptics Corp
014108,2021,92.774,CyberOptics Corp
014112,2020,75.072,Franklin Wireless Corp
014112,2021,184.115,Franklin Wireless Corp
014112,2022,23.998,Franklin Wireless Corp
014112,2023,45.949,Franklin Wireless Corp
014112,2024,30.797,Franklin Wireless Corp
014112,2025,46.087,Franklin Wireless Corp
014113,2020,101.31,Mitek Systems Inc
014113,2021,119.797,Mitek Systems Inc
014113,2022,143.943,Mitek Systems Inc
014113,2023,172.552,Mitek Systems Inc
014113,2024,172.083,Mitek Systems Inc
014113,2025,179.691,Mitek Systems Inc
014256,2020,2191.395,Maxim Integrated Products Inc.
014256,2021,2632.529,Maxim Integrated Products Inc.
014282,2020,8598.9,Amphenol Corp
014282,2021,10876.3,Amphenol Corp
014282,2022,12623.0,Amphenol Corp
014282,2023,12554.7,Amphenol Corp
014282,2024,15222.7,Amphenol Corp
014282,2025,23094.7,Amphenol Corp
014489,2020,94224.0,Dell Technologies Inc
014489,2021,101197.0,Dell Technologies Inc
014489,2022,102301.0,Dell Technologies Inc
014489,2023,88425.0,Dell Technologies Inc
014489,2024,95567.0,Dell Technologies Inc
014489,2025,113538.0,Dell Technologies Inc
014561,2020,2380.071,Coherent Corp
014561,2021,3105.891,Coherent Corp
014561,2022,3316.616,Coherent Corp
014561,2023,5160.1,Coherent Corp
014561,2024,4707.688,Coherent Corp
014561,2025,5810.115,Coherent Corp
015044,2020,4317.996,Workday Inc
015044,2021,5138.798,Workday Inc
015044,2022,6215.818,Workday Inc
015044,2023,7259.0,Workday Inc
015044,2024,8446.0,Workday Inc
015044,2025,9552.0,Workday Inc
015327,2020,15.59,Bonso Electronics International Inc
015327,2021,14.801,Bonso Electronics International Inc
015327,2022,9.047,Bonso Electronics International Inc
015327,2023,7.553,Bonso Electronics International Inc
015420,2020,222.99,Ambarella Inc
015420,2021,331.856,Ambarella Inc
015420,2022,337.606,Ambarella Inc
015420,2023,226.474,Ambarella Inc
015420,2024,284.865,Ambarella Inc
015420,2025,390.702,Ambarella Inc
015481,2020,4.594,Urbanimmersive Inc
015481,2021,4.069,Urbanimmersive Inc
015481,2022,8.337,Urbanimmersive Inc
015543,2020,8.647,SRAX Inc
015543,2021,26.707,SRAX Inc
015543,2022,27.859,SRAX Inc
015855,2020,2556.0,Gen Digital Inc
015855,2021,2796.0,Gen Digital Inc
015855,2022,3338.0,Gen Digital Inc
015855,2023,3812.0,Gen Digital Inc
015855,2024,3935.0,Gen Digital Inc
016039,2020,0.0,Puget Technologies Inc
016069,2020,38.272,Investview Inc
016069,2021,72.232,Investview Inc
016069,2022,61.849,Investview Inc
016069,2023,67.92,Investview Inc
016069,2024,52.382,Investview Inc
016188,2020,811.02,Cognex Corporation
016188,2021,1037.098,Cognex Corporation
016188,2022,1006.09,Cognex Corporation
016188,2023,837.547,Cognex Corporation
016188,2024,914.515,Cognex Corporation
016188,2025,994.359,Cognex Corporation
016401,2020,1369.23,Cirrus Logic Inc.
016401,2021,1781.46,Cirrus Logic Inc.
016401,2022,1897.617,Cirrus Logic Inc.
016401,2023,1788.89,Cirrus Logic Inc.
016401,2024,1896.077,Cirrus Logic Inc.
016531,2020,218.478,Zix Corp.
016597,2020,408.12,Lattice Semiconductor Corporation
016597,2021,515.327,Lattice Semiconductor Corporation
016597,2022,660.356,Lattice Semiconductor Corporation
016597,2023,737.154,Lattice Semiconductor Corporation
016597,2024,509.401,Lattice Semiconductor Corporation
016597,2025,523.262,Lattice Semiconductor Corporation
